company,news_date,news_text,,
LOTOS,2017-11-02 16:40:13,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 8,55 USD na baryłce w październiku wobec 10,4 USD miesiąc wcześniej i 8,86 USD rok wcześniej, podała spółka, powołując się na szacunkowe...",1,
LOTOS,2017-10-26 14:11:19,"LTS (LOTOS) chce zwiększyć liczbę stacji paliw i jakość ich lokalizacji, a sposobem osiągnięcia celu ok. 1 tys. stacji może być akwizycja, poinformował prezes Marcin Jastrzębski....",3,
LOTOS,2017-10-26 14:10:26,"LTS (LOTOS) chce dokonać akwizycji złoża, by zahamować spadek wydobycia w ciągu najbliższych miesięcy, poinformował prezes Marin Jastrzębski.


""Segment wydobycia nie pracuje tak, jak...",3,
LOTOS,2017-10-26 12:36:13,Polskie Górnictwo Naftowe i Gazownictwo (PGN (PGNIG)) podpisało z LTS (LOTOS) kontrakt na sprzedaż gazu do 30 września 2020 r. z opcją przedłużenia o kolejne dwa lata. Całkowita wartość...,2,
LOTOS,2017-10-26 09:24:02,"LTS (LOTOS) prowadzi z głównym wykonawcą projektu EFRA rozmowy o konieczności wdrożenia działań w celu dotrzymania terminu zakończenia całego projektu, podała spółka. Według budującej...",2,
LOTOS,2017-10-26 08:55:07,"LTS (LOTOS) odnotowała 618,75 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w III kw. 2017 r. wobec 379,93 mln zł zysku rok wcześniej, podała spółka...",3,
LOTOS,2017-10-12 12:22:01,"Nowi pracownicy w grupie kapitałowej LTS (LOTOS) są zatrudniani od października br. na umowę o pracę na czas określony trwającą 12 miesięcy, poinformowała spółka. Po tym terminie co do...",3,
LOTOS,2017-10-02 15:48:28,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 10,4 USD na baryłce we wrześniu wobec 7,92 USD miesiąc wcześniej i 7,31 USD rok wcześniej, podała spółka.


""Do kalkulacji marży...",3,
LOTOS,2017-09-06 14:15:41,"LTS (LOTOS) liczy, że wspólnie z Repsolem zdecyduje o dalszym zagospodarowaniu złoża Yme jeszcze w tym roku, poinformował wiceprezes Mateusz Aleksander Bonca.


""Mam nadzieję, że ten...",2,
LOTOS,2017-09-06 11:15:28,"LTS (LOTOS) wybuduje 12 punktów ładowania aut elektrycznych, podała spółka. Umożliwi to przejazd samochodem elektrycznym autostradami A1 i A2, pomiędzy Gdynią i Gdańskiem a Warszawą, w...",3,
LOTOS,2017-09-04 14:41:42,"LTS (LOTOS) odebrała w Naftoporcie ładunek 100 tys. ton (blisko 700 tys. baryłek) ropy naftowej Hibernia z Kanady, poinformowała spółka.


""Jest to pierwsza dostawa ropy z Kanady w ponad...",2,
LOTOS,2017-08-17 13:45:29,"Spadek wydobycia w LTS (LOTOS) w II kw. br. związany jest z naturalnymi procesami i wydajnością złóż, a spółka chce nadal poszerzać posiadane koncesje oraz liczy na akwizycje rentownych...",1,
LOTOS,2017-08-17 13:46:08,"Zakładany capex LTS (LOTOS) na 2017 r., na poziomie ok. 2 mld zł, nie powinien mieć wpływu na nasz poziom wskaźników zadłużenia, poinformował wiceprezes ds. finansowych spółki Mariusz...",2,
LOTOS,2017-08-17 10:09:09,"Stan realizacji projektu EFRA w LTS (LOTOS) wyniósł 76,8% na koniec czerwca, poinformowała spółka.


""W ramach projektu zakończono całość prac projektowych, zakupów i dostaw urządzeń...",2,
LOTOS,2017-08-17 08:43:41,"LTS (LOTOS) odnotowała 157,47 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w II kw. 2017 r. wobec 225,84 mln zł zysku rok wcześniej, podała spółka w...",1,
LOTOS,2017-08-10 09:20:34,"Mimo wakacyjnego klimatu, lipiec na warszawskiej giełdzie na pewno nie należał do nudnych. Dwa duże debiuty nie ochłodziły rynku, WIG20 urósł o 3,2%, a szeroki rynek zakończył miesiąc na...",3,
LOTOS,2017-08-02 10:28:26,Polskie Górnictwo Naftowe i Gazownictwo (PGN (PGNIG)) i Lotos Petrobaltic - spółka zależna LTS (LOTOS) - rozpoczęły wiercenie otworu poszukiwawczego na koncesji Kamień Pomorski w gminie...,3,
LOTOS,2017-08-02 09:36:24,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 7,43 USD na baryłce w lipcu, co oznacza wzrost o 7% w stosunku do czerwca 2017 i o 41% w stosunku do lipca ubiegłego roku, podała spółka....",3,
LOTOS,2017-08-01 16:33:36,"URS (URSUS) podpisał z Lotos Oil - spółką zależną LTS (LOTOS) - umowę o współpracy, na podstawie której Lotos Oil będzie sprzedawał i dostarczał Ursusowi środki smarne, podała...",3,
LOTOS,2017-07-31 11:52:36,"LTS (LOTOS) wprowadzi paliwa premium oferowane pod marką Dynamic na 100 stacji segmentu ekonomicznego Lotos Optima, podała spółka.


""Gdański koncern w niedalekim czasie planuje sprzedawać...",2,
LOTOS,2017-07-26 15:12:09,"Sieć stacji paliw LTS (LOTOS) wygrała postępowania przetargowe na dzierżawę Miejsc Obsługi Podróżnych (MOP) w ciągu drogi ekspresowej S3, na odcinku łączącym Nową Sól z Legnicą (woj....",3,
LOTOS,2017-07-04 13:42:47,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 6,94 USD/baryłkę w czerwcu 2017 r. wobec 6,7 USD/baryłkę w maju i 7,09 USD/baryłkę w czerwcu 2016 r., podała spółka.

Do kalkulacji...",2,
LOTOS,2017-06-14 12:48:22,"Akcjonariusze LTS (LOTOS) zdecydowali na walnym zgromadzeniu o przeznaczeniu 184,87 mln zł z zysku za 2016 r. na dywidendę, co oznacza wypłatę w wysokości tj. 1 zł na akcję, poinformowała...",3,
LOTOS,2017-06-06 10:01:14,"Stan realizacji projektu EFRA w LTS (LOTOS) wyniósł 70,9% na koniec kwietnia wobec 66,8% przewidzianych w harmonogramie, poinformowała spółka.


""Realizacja projektu EFRA na koniec kwietnia...",3,
LOTOS,2017-06-01 14:34:58,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 6,7 USD/baryłkę w maju 2017 r. wobec 8,03 USD/baryłkę w kwietniu i 6,23 USD/baryłkę w kwietniu 2016 r., podała spółka.

Do kalkulacji...",1,
LOTOS,2017-05-22 11:34:58,"LTS (LOTOS) otworzy pięć kolejnych restauracji Subway w czerwcu i lipcu w Radzyminie, Gdańsku, Radomiu i Krakowie oraz w MOP Rowień, podała spółka. Do połowy wakacji sieć stacji paliw...",3,
LOTOS,2017-05-19 16:36:39,"Akcjonariusze LTS (LOTOS) zdecydują na walnym zgromadzeniu zwołanym 14 czerwca br. o przeznaczeniu 184,87 mln zł za 2016 r. na dywidendę, co oznacza wypłatę wysokości tj. 1 zł na akcję,...",3,
LOTOS,2017-05-10 09:11:29,"Zarząd LTS (LOTOS) zarekomendował akcjonariuszom przeznaczenie 184,87 mln zł z zysku za 2016 r. na dywidendę, co oznacza wypłatę w wysokości 1 zł brutto na akcję, podała spółka....",3,
LOTOS,2017-05-04 16:19:48,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 8,03 USD/baryłkę w kwietniu 2017 r. wobec 7,36 USD/baryłkę w marcu i 6,07 USD/baryłkę w kwietniu 2016 r., podała spółka.

Do kalkulacji...",3,
LOTOS,2017-04-26 09:04:47,"LTS (LOTOS) odnotowała 410,88 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w I kw. 2017 r. wobec 105,97 mln zł zysku rok wcześniej, podała spółka w...",3,
LOTOS,2017-04-25 14:36:42,"LTS (LOTOS) równolegle rozwija i analizuje cztery potencjalne projekty, które mogą być realizowane po zakończeniu projektu EFRA, poinformował ISBnews wiceprezes ds. produkcji Jarosław...",2,
LOTOS,2017-04-25 14:35:06,"Stan realizacji projektu EFRA wynosi ok. 63% i wyprzeda harmonogram o kilka punktów procentowych, poinformował ISBnews wiceprezes LTS (LOTOS) ds. produkcji Jarosław Kawula. Spółka zakończyła...",3,
LOTOS,2017-04-21 08:56:34,"Koszty bezpośrednie związane z postojem remontowym w LTS (LOTOS) wpłynęły na obniżenie skonsolidowanego wyniku operacyjnego o ok. 65 mln zł w I kw. 2017 r., podała spółka....",1,
LOTOS,2017-04-18 09:08:48,"Po dynamicznych wzrostach w poprzednich miesiącach, marzec przyniósł na warszawską giełdę pierwsze ochłodzenie. W niepewnej sytuacji, jeszcze istotniejsza jest właściwa selekcja spółek....",1,
LOTOS,2017-04-04 15:26:57,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 7,36 USD/baryłkę w marcu 2017 r. wobec 7,68 USD/baryłkę w lutym i 6,17 USD/baryłkę w marcu 2016 r., podała spółka. 

Do kalkulacji...",2,
LOTOS,2017-03-30 15:17:48,"Kolejowe przewozy towarowe w Polsce wzrosły w ujęciu masy przewiezionych towarów o 2,42% r/r do 16,8 mln ton w lutym br. W ujęciu wykonanej pracy przewozowej wzrosły o 2,25% do 3,84 mld...",2,
LOTOS,2017-03-09 16:54:53,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 7,68 USD/baryłkę w lutym 2017 r. wobec 7,03 USD/baryłkę w styczniu i 6,12 USD/baryłkę w lutym 2016 r., podała spółka.

Do kalkulacji...",3,
LOTOS,2017-03-07 15:37:46,"LTS (LOTOS) mocno ograniczy eksport w tym roku w związku z postojem remontowym rafinerii gdańskiej, poinformował wiceprezes Mariusz Machajewski.


""Eksportujemy mniej, a więcej lokujemy na...",1,
LOTOS,2017-03-07 15:38:41,"LTS (LOTOS) będzie testować ropę z Iranu i rozważy podpisanie długoterminowego kontraktu. Trwają również rozmowy w sprawie dostaw z Arabii Saudyjskiej, poinformował prezes Marcin...",2,
LOTOS,2017-03-07 15:39:10,"LTS (LOTOS) powinna dokonać akwizycji, aby w kolejnych latach nie odnotować spadków produkcji w segmencie wydobywczym, poinformował prezes Marcin Jastrzębski. Transakcja możliwa jest w 2017...",1,
LOTOS,2017-03-07 14:44:10,"LTS (LOTOS) planuje rozdzielenie usług wydobywczych i serwisowych, realizowanych przez Lotos Petrobaltic, poinformował prezes Marcin Jastrzębski. 


""Chcemy rozdzielić usługi wydobywcze od...",2,
LOTOS,2017-03-07 08:48:46,"Skonsolidowany oczyszczony wynik operacyjny LTS (LOTOS) liczony metodą LIFO (""ostatnie przyszło - pierwsze wyszło"") wyniósł w IV kw. 2016 roku 551,1 mln zł (wobec 312,2 mln zł rok...",3,
LOTOS,2017-03-07 08:49:23,"LTS (LOTOS) odnotowała 303,5 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w IV kw. 2016 r. wobec 391,3 mln zł straty rok wcześniej, podała spółka w...",3,
LOTOS,2017-03-03 11:57:01,"Zaawansowanie realizowanego przez LTS (LOTOS) Projektu EFRA przekroczyło półmetek, podała spółka.


""Zaawansowanie całego Projektu EFRA, czyli budowy wielkiego kompleksu instalacji w...",2,
LOTOS,2017-03-01 17:47:51,"Koszty postoju remontowego gdańskiej rafinerii obniżą skonsolidowany wynik operacyjny LTS (LOTOS) za 2017 r. o ok. 0,2 mld zł, podała spółka.


""Szacowane koszty bezpośrednie związane z...",1,
LOTOS,2017-02-28 15:38:57,"Kolejowe przewozy towarowe w Polsce wzrosły w ujęciu masy przewiezionych towarów o 8,64% r/r do 17,1 mln ton w styczniu br. W ujęciu wykonanej pracy przewozowej wzrosły o 8,34% do 3,71 mld...",2,
LOTOS,2017-02-24 09:35:16,"LTS (LOTOS) przeprowadzi postój remontowy w gdańskiej rafinerii w terminie od 3 marca do 15 kwietnia br., podała spółka.

Głównym celem postoju remontowego ""Wiosna 2017"" jest zapewnienie...",1,
LOTOS,2017-02-06 09:36:50,"Skonsolidowany zysk operacyjny Grupy LTS (LOTOS) wyniósł według szacunków 1,8 mld zł w 2016 roku, podała spółka. Zysk EBITDA wyniósł w tym czasie 2,8 mld zł. 

""Szacunkowy...",2,
LOTOS,2017-02-01 17:46:52,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 7,03 USD/baryłkę w styczniu 2017 r. wobec 7,15 USD/baryłkę w grudniu i 7,25 USD/baryłkę w styczniu 2016 r., podała spółka.

Do...",1,
LOTOS,2017-01-30 13:58:12,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 7,15 USD/baryłkę w grudniu 2016 r. wobec 8,59 USD/baryłkę w listopadzie i 4,45 USD/baryłkę w grudniu 2015 r., podała spółka....",2,
LOTOS,2017-01-18 09:19:43,Ministerstwo Ropy Naftowej i Energii Norwegii zaoferowało Lotos Exploration and Production Norge - spółce LTS (LOTOS) - oraz PGNiG Upstream International - spółce Polskiego Gónictwa Naftowego...,2,
LOTOS,2017-01-02 17:01:25,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 6,96 USD/baryłkę w grudniu 2016 r. wobec 8,59 USD/baryłkę w listopadzie i 4,45 USD/baryłkę w listopadzie 2015 r., podała spółka....",2,
LOTOS,2016-12-15 14:41:00,"LTS (LOTOS) rozmawia z dostawcami ropy z Iranu i z innych kierunków, poinformował pełniący obowiązki prezesa Marcin Jastrzębski.


""My na co dzień analizujemy wiele gatunków ropy w...",2,
LOTOS,2016-12-15 14:41:31,"LTS (LOTOS) analizuje możliwości potencjalnych akwizycji w segmencie upstream, nie chce jednak skupiać się na nowych projektach poszukiwawczych, poinformował pełniący obowiązki prezesa...",2,
LOTOS,2016-12-15 13:21:23,"LTS (LOTOS) chciałaby rozpocząć wypłacać dywidendę w ciągu dwóch pierwszych lat działania jej strategii (obejmującej lata 2017-2022), natomiast decyzja o tym, czy spółka zarekomenduje...",3,
LOTOS,2016-12-15 13:22:32,"Strategia LTS (LOTOS) przewiduje, że EBITDA LIFO ma wzrosnąć z 2,2 mld zł w latach 2015-2016 do 2,2-2,6 mld zł w 2017-2018 i 3,8-4,4 mld zł w 2019-2020, podała spółka w prezentacji....",3,
LOTOS,2016-12-15 09:10:52,"LTS (LOTOS) planuje uzyskać 300 mln zł oszczędności rocznie z pełną realizacją rocznego efektu w 2019 r. wobec bazy kosztowej 2015 r., w ramach realizacji strategii na lata 2017-2022,...",3,
LOTOS,2016-12-15 09:13:36,"Strategia LTS (LOTOS) zakłada podwojenie wyniku EBITDA LIFO do ok. 4 mld zł w latach 2019-2022, podała spółka.


""Kluczowe parametry Strategii Grupy Lotos S.A. na lata 2017 - 2022 to:

-...",3,
LOTOS,2016-12-15 09:09:40,"Strategia LTS (LOTOS) zakłada realizację projektów inwestycyjnych na łączną kwotę 9,4 mld zł w ciągu 6 lat, podała spółka.


""Nakłady inwestycyjne na lata 2017-2022:

- 2 mld zł...",2,
LOTOS,2016-12-13 14:57:52,"Na najbliższe 12 miesięcy, niezależnie od wybranego rynku inwestycyjnego, analitycy DM BOŚ rekomendują selekcję spółek neutralnych rynkowo. To samo też robią, nie tylko znacząco...",2,
LOTOS,2016-12-06 14:21:36,"LTS (LOTOS) opublikuje strategię w przyszły czwartek, poinformował wiceprezes Lotos Petrobaltic Grzegorz Strzelczyk. 


""Wszystkich zapraszam w przyszłym tygodniu w czwartek na ogłoszenie...",2,
LOTOS,2016-12-05 16:44:47,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 8,59 USD/baryłkę w listopadzie 2016 r. wobec 8,86 USD/baryłkę w październiku i 8,6 USD/baryłkę w listopadzie 2015 r., podała spółka....",2,
LOTOS,2016-11-28 13:54:38,"LTS (LOTOS) planuje podwoić liczbę restauracji Subway na swoich stacjach do końca II kw. 2017 r., podała spółka. Grupa nie wyklucza udziału w kolejnych przetargach na Miejsca Obsługi...",3,
LOTOS,2016-11-02 15:36:30,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 8,86 USD/baryłkę w październiku 2016 r. wobec 7,31 USD/baryłkę we wrześniu i 5,85 USD/baryłkę w październiku 2015 r., podała spółka.
Do...",3,
LOTOS,2016-10-27 14:36:31,"LTS (LOTOS) planuje całoroczne nakłady inwestycyjne na poziomie ok. 1,6 mld zł po wydatkowaniu poniżej 1 mld zł w okresie trzech pierwszych kwartałów br., poinformował ISBnews wiceprezes...",2,
LOTOS,2016-10-27 14:49:39,"LTS (LOTOS) zakłada, że po spadkach w ostatnich kwartałach ostatnie trzy miesiące br. przyniosą odbudowę marży rafineryjnej, wynika z wypowiedzi prezesa Roberta Pietryszyna.

""Zakładamy,...",3,
LOTOS,2016-10-27 14:50:27,"LTS (LOTOS) planuje w przygotowywanej obecnie strategii powrót do wypłacania dywidendy, jednak na początku jej poziom może nie być wysoki, zapowiedział prezes Robert Pietryszyn,...",2,
LOTOS,2016-10-27 09:54:16,"Przerób ropy z kierunków innych niż wschodni sięgnął w LTS (LOTOS) 28% całości przerobu w III kw. 2016 r., podała spółka.

""Wykorzystanie mocy przerobowych rafinerii 102,3%, przerób...",2,
LOTOS,2016-10-27 09:02:28,"Program EFRA - Efektywna Rafinacja, którego realizacja ma zostać zakończona w I poł. 2018 r., doprowadzi do wzrostu wyniku EBITDA na poziomie ok. 0,6 mld zł rocznie, szacuje LTS (LOTOS)....",3,
LOTOS,2016-10-27 09:00:32,"Skonsolidowany oczyszczony wynik operacyjny LTS (LOTOS) liczony metodą LIFO (""ostatnie przyszło - pierwsze wyszło"") wyniósł w III kw. 2016 roku 402,9 mln zł (wobec 433 mln zł rok...",1,
LOTOS,2016-10-27 08:18:40,"LTS (LOTOS) odnotowała 379,93 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w III kw. 2016 r. wobec 249,19 mln zł straty rok wcześniej, podała spółka...",3,
LOTOS,2016-10-17 08:18:44,"LTS (LOTOS) ""poważnie myśli"" o powrocie do wypłacania dywidendy, jest także zainteresowana współpracą z PKN (PKNORLEN) np. w zakresie logistyki i zakupów, poinformował prezes Grupy Lotos...",2,
LOTOS,2016-10-04 14:44:10,"LTS (LOTOS) nadal rozważa debiut giełdowy spółki zależnej Lotos Kolej, jednak decyzja w tej sprawie zostanie podjęta dopiero po zdefiniowaniu celów inwestycyjnych, co powinno nastąpić do...",2,
LOTOS,2016-10-04 13:37:42,"LTS (LOTOS) może opublikować nową strategię w drugiej połowie listopada, wynika z wypowiedzi wiceprezesa Przemysława Marchlewicza.

""Grupa Lotos jest w przededniu publikacji strategii. To...",2,
LOTOS,2016-10-04 13:30:47,"LTS (LOTOS) dostrzega potencjał działalności na rynku CNG/LNG, w tym poprzez wprowadzenie tego paliwa na stacje i jako jedną z opcji strategicznych bierze pod uwagę usługi związane z...",2,
LOTOS,2016-10-03 18:52:49,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 7,31 USD/baryłkę we wrześniu 2016 r. wobec 5,55 USD/baryłkę w sierpniu i 7,08 USD/baryłkę we wrześniu 2015 r., podała spółka.
W III kw....",3,
LOTOS,2016-09-06 16:05:47,"Sprzedaż hurtowa paliw LTS (LOTOS) wzrosła o 22% r/r w sierpniu, dzięki m.in. obowiązującemu od 1 sierpnia tzw. ""pakietowi paliwowemu"", regulującemu sprzedaż benzyny czy oleju napędowego,...",3,
LOTOS,2016-08-22 14:57:41,"Lotos Kolej – spółka zależna Grupy Lotos – zawarła czteroletnią umowę na przewozy paliwa lotniczego F-34 dla Sił Zbrojnych RP, podała Grupa.
""Lotos Kolej spełnia wyśrubowane normy...",3,
LOTOS,2016-08-16 08:33:54,"Tankowce ""Atlantas"" i ""Calida"", transportujące 2 mln baryłek irańskiej ropy naftowej dla LTS (LOTOS), dotarły do gdańskiego Naftoportu, podała spółka.
Do dostawy irańskiej ropy do Gdańska...",2,
LOTOS,2016-08-12 10:55:49,"Dwa tankowce z 2 mln baryłek ropy irańskiej zamówionej przez LTS (LOTOS) dotrą do Gdańska 14 sierpnia br., podała spółka.
Obecnie trwa operacja Ship-to-Ship Transfer – przepompowania...",2,
LOTOS,2016-08-11 15:17:43,"LTS (LOTOS) chce zbudować w upstream dobry portfel aktywów, poinformował wiceprezes Marcin Jastrzębski. Na złożach bałtyckich spółka chce popracować nad redukcją kosztów wydobycia....",3,
LOTOS,2016-08-11 14:04:06,"LTS (LOTOS) przedstawi jesienią nową strategię, w której zakłada m.in. powrót do wypłacania dywidendy, poinformował wiceprezes Mateusz Aleksander Bonca.

""Intensywnie pracujemy nad tym,...",3,
LOTOS,2016-08-11 13:21:35,LTS (LOTOS) razem z Repsolem i innymi udziałowcami koncesji Yme przygotuje ponowny plan zagospodarowania złoża (PDO) do początku przyszłego roku i wtedy zdecyduje o swoim dalszym udziale w...,2,
LOTOS,2016-08-11 08:50:04,"Skonsolidowany oczyszczony wynik operacyjny LTS (LOTOS) liczony metodą LIFO (""ostatnie przyszło - pierwsze wyszło"") wyniósł w I półr. 2016 roku 571,3 mln zł (wobec 696,2 mln zł rok...",1,
LOTOS,2016-08-11 08:45:06,"LTS (LOTOS) odnotował 225,84 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w II kw. 2016 r. wobec 478,62 mln zł zysku rok wcześniej, podała spółka w...",1,
LOTOS,2016-08-09 15:02:41,Lotos Norge - spółka zależna LTS (LOTOS) - oraz Statoil i Total Norge przedstawili regulatorom norweskim i brytyjskim plan zagospodarowania koncesji Utgard (wcześniej Alfa Sentral) na Morzu...,2,
LOTOS,2016-08-02 09:21:59,"Modelowa marża rafineryjna LTS (LOTOS) wyniosła 5,27 USD/baryłkę w lipcu 2016 r. wobec 7,09 USD/baryłkę w czerwcu i 6,79 USD/baryłkę w lipcu 2015 r., podała spółka.
Do kalkulacji marży...",1,
LOTOS,2016-07-29 16:43:18,"LTS (LOTOS) oczekuje, że wartość tzw. efektu LIFO (""ostatnie przyszło - pierwsze wyszło"") w II kw. 2016 r. będzie zbliżona do zera, podała spółka.
Spółka szacuje, że w II kwartale 2016...",2,
LOTOS,2016-07-14 12:02:26,"Lotos Petrobaltic - spółka zależna Grupy LTS (LOTOS) - zakończył wiercenie pierwszego otworu horyzontalnego na złożu B8 na Morzu Bałtyckim, podała spółka. Jest to siódmy otwór...",2,
LOTOS,2016-07-06 12:44:41,"Grupa LTS (LOTOS) potwierdza zamówienie tankowca ""Atlantas"", na pokładzie którego znajdują się 2 mln baryłek irańskiej ropy naftowej. Jednostka zawinie do Naftoportu w połowie sierpnia,...",2,
LOTOS,2016-07-04 10:38:02,"Modelowa marża rafineryjna Grupy LTS (LOTOS) wyniosła 7,09 USD/baryłkę w czerwcu 2016 r. wobec 6,23 USD/baryłkę w maju i 8,73 USD/baryłkę w czerwcu 2015 r., podała spółka.
Do kalkulacji...",2,
LOTOS,2016-06-27 10:49:16,"Grupa LTS (LOTOS) we współpracy z 99Rent uruchomiła usługę wynajmu samochodów na stacjach paliw, podała spółka.
Oferta wynajmu dostępna jest obecnie na stacjach Lotos w ośmiu miastach...",3,
LOTOS,2016-06-23 13:54:30,"Biorąc pod uwagę już zrealizowane oraz podpisane kontrakty dotyczące olejów Marinol przeznaczonych dla ""morskich odbiorców"", w tym roku Lotos dostarczy ich w tym segmencie nie mniej niż w...",2,
LOTOS,2016-06-17 13:58:41,"Stan zaawansowania prac przy instalacji EFRA w Grupie LTS (LOTOS), uwzględniając projektowanie, zakupy urządzeń i materiałów oraz prace budowlano-montażowe, wynosi ponad 20%. Tym samym...",2,
LOTOS,2016-06-01 15:33:59,"Modelowa marża rafineryjna Grupy Lotos wyniosła 4,42 USD/baryłkę w maju 2016 r. wobec 4,27 USD/baryłkę w marcu i 7,49 USD/baryłkę w maju 2015 r., podała spółka.
Do kalkulacji marży...",1,
LOTOS,2016-05-31 13:09:01,"Trans Polonia chce rozszerzyć współpracę w zakresie przewozu paliw płynnych m.in. na LTS (LOTOS) i niemiecką spółkę Orlenu, poinformował prezes Dariusz Cegielski. Postępowania i...",2,
LOTOS,2016-05-04 10:18:28,"Modelowa marża rafineryjna Grupy Lotos wyniosła 4,27 USD/baryłkę w kwietniu 2016 r. wobec 4,33 USD/baryłkę w marcu i 7,87 USD/baryłkę w kwietniu 2015 r., podała spółka.
Do kalkulacji...",1,
LOTOS,2016-04-28 15:27:23,"Grupa Lotos nie ma presji na dokonywanie akwizycji, ale może nabyć nowe aktywa, jeśli otrzyma korzystną ofertę, poinformował wiceprezes Mariusz Machajewski.

""Wcześniej mówiliśmy, że...",2,
LOTOS,2016-04-28 15:10:26,"Grupa Lotos bierze pod uwagę zakup ropy z Iranu, jednak nie zakłada konkretnych rezultatów. W tym roku udział ropy spoza Rosji w zakupach pozostanie na poziomie ok. 25%, poinformował...",2,
LOTOS,2016-04-28 14:49:46,"Grupa Lotos nie spodziewa się w kolejnych okresach równie wysokiego poziomu wydobycia, jak odnotowany w I kw. 2016 r., poinformował wiceprezes Mariusz Machajewski

""Ten poziom wydobycia jest...",1,
LOTOS,2016-04-28 14:51:25,"Grupa Lotos ma opracowaną strategię, która może ulec modyfikacji po skompletowaniu zarządu spółki, poinformował wiceprezes Mariusz Machajewski.

""Oczywiście, spółka przygotowała...",2,
LOTOS,2016-04-28 08:02:29,"Skonsolidowany oczyszczony wynik operacyjny Grupy Lotos liczony metodą LIFO (""ostatnie przyszło - pierwsze wyszło"") wyniósł w I kw. 2016 roku 284,6 mln zł (wobec 283,5 mln zł rok...",2,
LOTOS,2016-04-28 08:02:53,"Grupa Lotos odnotowała 105,97 mln zł skonsolidowanego zysku netto przypisanego akcjonariuszom jednostki dominującej w I kw. 2016 r. wobec 101,37 mln zł straty rok wcześniej, podała spółka w...",3,
LOTOS,2016-04-27 17:54:01,"Grupa Lotos mogła w I kw. 2016 roku odnotować skonsolidowany wynik netto od 101 mln zł straty do 273 mln zł zysku przy konsensusie na poziomie 65,97 mln zł zysku wobec 101,37 mln zł straty...",2,
LOTOS,2016-04-13 09:11:46,"PCC Intermodal podpisała z Lotos Kolej umowę dotyczącą realizacji przewozów kolejowych w okresie kwiecień 2016 - marzec 2018 za szacunkowo 72,21 mln zł, podała PCC Intermodal.

""Umowa...",2,
LOTOS,2016-04-07 17:55:53,Strategia biznesowa grupy kapitałowej Grupy Lotos S.A. na lata 2016-2020 jest obecnie w stadium ostatecznego opracowania. Projekt nowej strategii Grupy Lotos zakłada kontynuację budowy wartości...,2,
LOTOS,2016-04-07 11:02:41,"Grupa Lotos planuje otwarcie w 2016 r. kilkunastu restauracji sieci Subway na swoich stacjach paliw, podała spółka.
5 kwietnia w Poznaniu otwarto trzecią restaurację Subway na stacji paliw...",3,
LOTOS,2016-04-06 12:50:38,"W rafinerii Grupy Lotos rozpoczęto prace ziemne związane z budową głównych instalacji Projektu EFRA, podała spółka.

""Rozpoczęto umacnianie gruntu czyli palowanie pod instalację produkcji...",3,
LOTOS,2016-04-04 13:16:40,"Modelowa marża rafineryjna Grupy Lotos wyniosła 4,33 USD/baryłkę w marcu 2016 r. wobec 4,32 USD/baryłkę w lutym i 10,32 USD/baryłkę w marcu 2015 r., podała spółka.
Do kalkulacji marży...",1,
LOTOS,2016-04-04 11:36:31,"Grupa Lotos wydobyła ponad 2,5 mln baryłek (ok. 350 tys. ton) ekwiwalentu ropy naftowej (boe) w I kwartale br. wobec ok. 1 mln boe rok wcześniej. Trzy czwarte wydobycia pochodzi ze złóż w...",3,
LOTOS,2016-04-01 17:11:04,Grupa Lotos złożyła skargę do Wojewódzkiego Sądu Administracyjnego w Gdańsku na decyzję dyrektora Izby Skarbowej w Gdańsku podtrzymującą decyzję o zaległościach podatkowych o...,1,
LOTOS,2016-04-01 15:52:29,"Podana 1 kwietnia wiadomość nie wydaje się być primaaprilisowym żartem. Zgodnie z informacją opublikowaną w biuletynie „Trigon Daily”, rekomendacje zostały zawieszone w związku ze...",2,
LOTOS,2016-03-25 12:03:07,"Minister skarbu chce odwołać prezesa Grupy Lotos Pawła Olechnowicza, ustalili dziennikarze RMF FM.
""Pojawiają się już pierwsze nazwiska następców. W kręgach rządowych najczęściej pada...",1,
